ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,0bd91e2c271d0e6746f47969f160ab5b,2012-01-19,13:09:45,1326978585,entertainment,190.64,0,fraud_Beier LLC,38.689543,-106.054049
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,402f07d396d0ea385b82c06e2f3195c5,2012-01-30,17:05:25,1327943125,kids_pets,28.32,0,fraud_Gleason and Sons,37.628699,-106.920234
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,34fa0b11052061d111ae95097d871528,2012-01-01,14:48:21,1325429301,health_fitness,89.75,0,"fraud_Hyatt, Russel and Gleichner",37.906245,-106.044814
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,ca9817acdaac47cb472e07f67dfb65a5,2012-01-11,20:43:05,1326314585,travel,2.78,0,"fraud_Hartmann, Rowe and Hermann",38.900706,-106.268045
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,6cbd2a98392583005c67b57830bf3854,2012-01-28,01:14:35,1327713275,grocery_pos,70.50,0,"fraud_Schoen, Kuphal and Nitzsche",38.567611,-107.118145
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,ebce6072fefd12e18d0a8274abdb240f,2012-01-19,07:50:16,1326959416,gas_transport,80.30,0,fraud_Ledner-Pfannerstill,37.775963,-105.706640
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,6b882df6a7ceb986a2318fefb488c8e7,2012-01-06,14:20:55,1325859655,shopping_net,123.54,0,fraud_Ankunding LLC,38.595377,-106.999860
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,b3b0e780e691278327d47f82d637a27f,2012-01-05,01:15:30,1325726130,grocery_pos,80.95,0,fraud_Doyle Ltd,38.658699,-107.188529
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,6f0f1fee886411be017574023713d284,2012-01-31,12:23:37,1328012617,shopping_pos,297.85,0,"fraud_Baumbach, Hodkiewicz and Walsh",38.253977,-105.976986
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,ce6ac7337d57a31b7a141b214e19094c,2012-01-28,18:43:40,1327776220,entertainment,93.58,0,"fraud_Nicolas, Hills and McGlynn",38.042944,-106.329492
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,b1d80537da7919ac2ae10bc38aa06707,2012-01-28,14:33:30,1327761210,shopping_net,4.45,0,fraud_Schumm PLC,38.666487,-105.824279
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,ae2bf12956463b70273df41a5937103a,2012-01-24,14:33:12,1327415592,food_dining,11.60,0,fraud_Bernhard-Lesch,38.250911,-106.577694
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,fd39f5ee39c34013f427e64de0857c9d,2012-01-27,16:10:04,1327680604,personal_care,1.13,0,fraud_Bartoletti and Sons,39.415271,-106.134093
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,9effa7c8ed37434fbfe3995910a5b49d,2012-01-11,16:51:08,1326300668,food_dining,9.06,0,fraud_Zboncak LLC,37.735221,-106.017262
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,20a15afdc8ce0ef3634bef98489804c1,2012-01-21,19:10:38,1327173038,shopping_net,5.29,0,"fraud_Baumbach, Feeney and Morar",37.941614,-105.420836
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,4de4da62f8a12f5d9cd83d21bde9d5c6,2012-01-26,19:02:48,1327604568,misc_pos,8.84,0,fraud_Towne LLC,37.965667,-105.248993
